,sensor 1,sensor 2,sensor 3,sensor 4,sensor 5,sensor 6,sensor 7,sensor 8,sensor 9
2020-02-25 20:00:00,522.3178100585938,749.8612670898438,722.0643310546875,749.1664428710938,722.16015625,814.72509765625,0.0,1603.7591552734375,1767.9898681640625
2020-02-25 19:00:00,542.3040161132812,750.3919677734375,722.3178100585938,748.3605346679688,721.6959838867188,812.9284057617188,0.0,1610.412109375,1775.5087890625
2020-02-25 18:00:00,528.8693237304688,750.8593139648438,722.0803833007812,746.775146484375,723.6658325195312,810.8328857421875,0.0,1615.6708984375,1780.20849609375
2020-02-25 17:00:00,584.010009765625,755.3116455078125,723.2490844726562,741.9849853515625,719.7947387695312,810.9524536132812,0.0,1581.1739501953125,1745.932373046875
2020-02-25 16:00:00,645.9498901367188,759.4949951171875,726.3659057617188,714.3157958984375,689.37841796875,805.8132934570312,0.0,1583.1102294921875,1749.897216796875
2020-02-25 15:00:00,639.1323852539062,770.3846435546875,734.66455078125,710.6103515625,666.9495849609375,783.388427734375,0.0,1576.7427978515625,1753.334228515625
2020-02-25 14:00:00,640.3543701171875,769.947021484375,737.1802978515625,711.1740112304688,667.9293823242188,782.1891479492188,0.0,1564.9053955078125,1742.0264892578125
2020-02-25 13:00:00,642.4012451171875,770.2301635742188,737.4767456054688,710.983642578125,668.6817626953125,781.7333374023438,0.0,1573.950927734375,1750.6063232421875
2020-02-25 12:00:00,636.0302124023438,769.98486328125,736.8929443359375,710.595703125,668.190185546875,782.1964721679688,0.0,1574.720458984375,1751.379150390625
2020-02-25 11:00:00,638.7333984375,769.2928466796875,735.2691040039062,709.7283935546875,666.6320190429688,782.2227783203125,0.0,1556.5482177734375,1735.0850830078125
2020-02-25 10:00:00,631.3002319335938,769.9849243164062,734.8040161132812,709.7788696289062,664.3178100585938,785.2236328125,0.0,1565.5665283203125,1743.302734375
2020-02-25 09:00:00,617.3621826171875,770.09521484375,732.6716918945312,708.3095092773438,660.631591796875,787.7255859375,0.0,1567.12158203125,1745.06640625
2020-02-25 08:00:00,615.2418823242188,769.3358154296875,730.25439453125,707.7694091796875,657.2857055664062,790.4423828125,0.0,1564.253173828125,1742.414794921875
2020-02-25 07:00:00,655.6171264648438,769.3564453125,728.420654296875,707.1700439453125,653.4810791015625,794.0906982421875,0.0,1566.6851806640625,1744.2254638671875
2020-02-25 06:00:00,722.7869873046875,770.5751953125,725.6165161132812,708.3822021484375,651.32958984375,796.4360961914062,0.0,1532.234375,1710.22802734375
2020-02-25 05:00:00,522.3712768554688,770.8037719726562,721.5499877929688,731.1900024414062,677.2525024414062,819.55126953125,0.0,1484.8375244140625,1686.532470703125
2020-02-25 04:00:00,538.9493408203125,745.2341918945312,718.2556762695312,748.8379516601562,730.1671142578125,813.1519165039062,0.0,1612.0848388671875,1776.9759521484375
2020-02-25 03:00:00,542.2167358398438,745.3890991210938,718.9049682617188,748.920166015625,729.6996459960938,813.9810180664062,0.0,1614.3004150390625,1779.465087890625
2020-02-25 02:00:00,544.4238891601562,745.8151245117188,718.8993530273438,748.9962158203125,729.4188842773438,814.5660400390625,0.0,1616.8150634765625,1781.53076171875
2020-02-25 01:00:00,541.4842529296875,746.4151000976562,719.3974609375,749.0087890625,730.3786010742188,815.1697998046875,0.0,1617.885498046875,1783.0
2020-02-25 00:00:00,545.9772338867188,746.33251953125,719.518310546875,749.1529541015625,730.5562744140625,815.5941772460938,0.0,1619.2945556640625,1784.355224609375
2020-02-24 23:00:00,544.1284790039062,745.968505859375,719.8942260742188,749.2568969726562,731.2921752929688,815.9017333984375,0.0,1621.0201416015625,1786.1297607421875
2020-02-24 22:00:00,548.7033081054688,747.2739868164062,720.1818237304688,749.51513671875,731.7992553710938,816.5492553710938,0.0,1625.376220703125,1789.587158203125
2020-02-24 21:00:00,552.5559692382812,747.488525390625,720.4910888671875,749.4490966796875,731.6514282226562,817.114501953125,0.0,1662.4058837890625,1827.3524169921875
2020-02-24 20:00:00,558.7225952148438,747.5233154296875,720.8966064453125,749.2534790039062,730.8449096679688,816.9835815429688,0.0,1703.9482421875,1868.8360595703125
2020-02-24 19:00:00,560.6666870117188,748.05029296875,721.0515747070312,749.223876953125,731.5987548828125,816.5094604492188,0.0,1705.36474609375,1870.2352294921875
2020-02-24 18:00:00,542.1874389648438,747.271728515625,720.9107055664062,749.372314453125,731.1937255859375,815.7999877929688,0.0,1693.6376953125,1858.56103515625
2020-02-24 17:00:00,543.8055419921875,748.9586181640625,721.6888427734375,751.6110229492188,734.8143310546875,816.9937133789062,0.0,1700.7252197265625,1864.34130859375
2020-02-24 16:00:00,547.9723510742188,749.8693237304688,722.2085571289062,751.3065185546875,734.0150756835938,816.7223510742188,0.0,1681.665771484375,1845.748779296875
2020-02-24 15:00:00,547.2117919921875,749.669189453125,722.1353149414062,751.3721923828125,734.9110107421875,816.7105102539062,0.0,1683.1654052734375,1847.4849853515625
2020-02-24 14:00:00,550.8087768554688,749.5162353515625,722.2474975585938,751.5549926757812,734.4562377929688,817.052490234375,0.0,1686.9613037109375,1851.300048828125
2020-02-24 13:00:00,548.3739013671875,749.432861328125,722.2020263671875,751.6098022460938,735.0338745117188,817.1856689453125,0.0,1691.8231201171875,1855.6072998046875
2020-02-24 12:00:00,547.719970703125,749.4949951171875,722.3875122070312,751.7987670898438,735.8487548828125,817.4212646484375,0.0,1694.90869140625,1858.6011962890625
2020-02-24 11:00:00,546.12939453125,749.1595458984375,722.2763671875,751.8693237304688,735.7525024414062,817.5414428710938,0.0,1694.619384765625,1858.6922607421875
2020-02-24 10:00:00,541.8858032226562,748.90966796875,722.1630859375,751.8945922851562,735.8619995117188,818.3387451171875,0.0,1691.263427734375,1855.424072265625
2020-02-24 09:00:00,535.8616333007812,748.6427612304688,721.1622924804688,752.6654052734375,735.94970703125,819.6264038085938,0.0,1696.7421875,1860.5107421875
2020-02-24 08:00:00,527.7814331054688,748.913330078125,721.4032592773438,753.7814331054688,736.5477294921875,822.7349243164062,0.0,1677.3656005859375,1841.156982421875
2020-02-24 07:00:00,527.5619506835938,748.6408081054688,721.603271484375,754.71337890625,735.9236450195312,827.2891235351562,0.0,1676.3328857421875,1840.6607666015625
2020-02-24 06:00:00,525.309326171875,750.9166870117188,721.3270263671875,754.1754760742188,735.0517578125,836.3408813476562,0.0,1638.233642578125,1802.10986328125
2020-02-24 05:00:00,577.4186401367188,754.2723999023438,722.191650390625,734.380859375,718.4766845703125,853.9091796875,0.0,1633.6015625,1798.167724609375
2020-02-24 04:00:00,537.6392211914062,767.492431640625,720.048095703125,731.0443115234375,681.5215454101562,820.787353515625,0.0,1555.9835205078125,1761.7430419921875
2020-02-24 03:00:00,521.8360595703125,746.832275390625,720.5094604492188,748.5371704101562,731.6961059570312,817.7894287109375,0.0,1646.5535888671875,1811.4237060546875
2020-02-24 02:00:00,521.7277221679688,746.9410400390625,720.6436767578125,748.5533447265625,731.8004760742188,817.4077758789062,0.0,1646.2020263671875,1811.721435546875
2020-02-24 01:00:00,520.9974975585938,747.25537109375,720.8280639648438,748.5979614257812,731.9620971679688,817.2781372070312,0.0,1650.9671630859375,1815.792724609375
2020-02-24 00:00:00,523.0313110351562,746.764404296875,720.7606811523438,748.547607421875,731.6290893554688,816.8796997070312,0.0,1654.6466064453125,1819.53759765625
2020-02-23 23:00:00,521.3076171875,747.0721435546875,720.7708740234375,748.315185546875,732.9746704101562,816.6076049804688,0.0,1655.9139404296875,1820.7100830078125
2020-02-23 22:00:00,522.2938232421875,746.8814697265625,720.8676147460938,748.3782958984375,732.4022827148438,817.0138549804688,0.0,1658.2320556640625,1822.7830810546875
2020-02-23 21:00:00,521.1690063476562,747.4716186523438,720.8953247070312,748.5308837890625,732.0164184570312,816.3178100585938,0.0,1639.802001953125,1804.7906494140625
2020-02-23 20:00:00,522.5462646484375,746.4512329101562,720.880859375,748.45751953125,731.5247192382812,815.9163208007812,0.0,1627.5994873046875,1792.7388916015625
2020-02-23 19:00:00,524.518310546875,746.7054443359375,720.8748168945312,748.3931884765625,731.6788940429688,815.4386596679688,0.0,1629.8470458984375,1794.518310546875
2020-02-23 18:00:00,527.0465087890625,746.1859130859375,720.6356811523438,748.7399291992188,731.5150756835938,815.2575073242188,0.0,1625.654541015625,1789.7298583984375
2020-02-23 17:00:00,531.3605346679688,748.3843994140625,721.8731079101562,750.6959838867188,733.198486328125,816.836669921875,0.0,1599.4510498046875,1763.697265625
2020-02-23 16:00:00,534.7112426757812,747.947021484375,721.9697265625,750.4085693359375,732.78564453125,817.0933227539062,0.0,1623.458984375,1787.3946533203125
2020-02-23 15:00:00,540.4453125,747.9019165039062,721.7496948242188,750.4063110351562,730.710693359375,816.51318359375,0.0,1605.9810791015625,1770.40380859375
2020-02-23 14:00:00,533.1165161132812,748.1478881835938,721.9035034179688,750.7318115234375,731.6528930664062,815.8909912109375,0.0,1617.1478271484375,1781.7894287109375
2020-02-23 13:00:00,529.3914184570312,747.9545288085938,722.18310546875,750.5770263671875,732.330810546875,815.0833129882812,0.0,1612.0416259765625,1776.3775634765625
2020-02-23 12:00:00,531.7349243164062,748.8253784179688,722.2914428710938,750.8379516601562,733.0326538085938,814.1796264648438,0.0,1622.14453125,1786.7462158203125
2020-02-23 11:00:00,533.4730834960938,747.9599609375,722.0363159179688,749.9361572265625,733.218994140625,813.4618530273438,0.0,1637.6407470703125,1801.6983642578125
2020-02-23 10:00:00,526.697998046875,748.1967163085938,721.8609008789062,749.593994140625,733.43359375,812.348388671875,0.0,1615.86962890625,1780.724365234375
2020-02-23 09:00:00,522.793212890625,747.3721923828125,721.0977172851562,750.0313110351562,733.9373168945312,812.1102905273438,0.0,1624.9786376953125,1788.4598388671875
2020-02-23 08:00:00,534.7308349609375,747.0980834960938,720.9044189453125,751.081787109375,733.8389892578125,813.1056518554688,0.0,1617.3345947265625,1781.3623046875
2020-02-23 07:00:00,543.7762451171875,747.4912719726562,720.9337768554688,751.6799926757812,733.9837646484375,814.260009765625,0.0,1614.34130859375,1778.106201171875
2020-02-23 06:00:00,541.6821899414062,748.2362060546875,721.3919677734375,751.7362060546875,734.4924926757812,815.2198486328125,0.0,1601.8995361328125,1766.7462158203125
2020-02-23 05:00:00,541.2584838867188,748.7415161132812,722.2760620117188,751.6549682617188,734.7992553710938,815.8720092773438,0.0,1606.0953369140625,1771.225830078125
2020-02-23 04:00:00,540.515625,746.6595458984375,721.0125122070312,749.4092407226562,732.7021484375,814.070068359375,0.0,1636.8048095703125,1802.0438232421875
2020-02-23 03:00:00,534.3082885742188,746.3283081054688,720.8370971679688,749.4260864257812,733.1240844726562,813.8759155273438,0.0,1637.5689697265625,1802.548828125
2020-02-23 02:00:00,537.2380981445312,746.716796875,721.0726928710938,750.047607421875,732.2042846679688,813.981201171875,0.0,1639.017578125,1803.9022216796875
2020-02-23 01:00:00,539.3312377929688,747.3717041015625,721.4450073242188,749.943115234375,729.1365356445312,814.5512084960938,0.0,1641.4033203125,1806.6712646484375
2020-02-23 00:00:00,542.8211669921875,748.6309814453125,722.06298828125,749.7670288085938,729.5214233398438,815.0252075195312,0.0,1643.4949951171875,1808.429443359375
2020-02-22 23:00:00,547.10595703125,749.6897583007812,722.5863647460938,749.5056762695312,730.6671142578125,814.9672241210938,0.0,1644.9180908203125,1809.8360595703125
2020-02-22 22:00:00,551.83544921875,749.3594970703125,722.3645629882812,749.9291381835938,731.0936889648438,814.6329345703125,0.0,1646.768310546875,1811.150634765625
2020-02-22 21:00:00,555.35009765625,748.746826171875,722.2670288085938,749.9899291992188,731.2203979492188,814.9193725585938,0.0,1659.1309814453125,1823.8463134765625
2020-02-22 20:00:00,557.6351928710938,749.090576171875,722.56982421875,749.87548828125,731.3081665039062,815.3660278320312,0.0,1681.4088134765625,1845.8717041015625
2020-02-22 19:00:00,563.340087890625,748.8849487304688,722.3425903320312,749.681396484375,730.6990966796875,815.5107421875,0.0,1682.4652099609375,1847.501953125
2020-02-22 18:00:00,567.8391723632812,747.2299194335938,721.3580322265625,749.6193237304688,729.9887084960938,815.5929565429688,0.0,1677.536376953125,1842.1068115234375
2020-02-22 17:00:00,570.6826171875,749.35009765625,722.2166137695312,751.040283203125,732.3790893554688,817.5113525390625,0.0,1671.8614501953125,1836.135986328125
2020-02-22 16:00:00,581.7885131835938,749.1864624023438,722.2741088867188,751.3917236328125,731.6696166992188,817.4493408203125,0.0,1677.1739501953125,1841.40673828125
2020-02-22 15:00:00,588.2747802734375,748.0526733398438,721.5156860351562,751.2057495117188,731.675048828125,818.0162963867188,0.0,1678.747802734375,1842.6600341796875
2020-02-22 14:00:00,580.017578125,750.386962890625,723.0740966796875,751.6156005859375,733.645751953125,816.7274169921875,0.0,1681.836669921875,1845.6871337890625
2020-02-22 13:00:00,577.0075073242188,751.7318115234375,724.3558959960938,751.2343139648438,734.4298095703125,817.3270874023438,0.0,1676.642822265625,1841.0426025390625
2020-02-22 12:00:00,574.7844848632812,752.2155151367188,725.9461059570312,751.027587890625,733.9649047851562,816.9962158203125,0.0,1660.9310302734375,1825.5225830078125
2020-02-22 11:00:00,573.6044921875,751.8786010742188,725.6583251953125,750.8648071289062,733.663330078125,816.3228759765625,0.0,1660.19775390625,1824.585693359375
2020-02-22 10:00:00,571.9949951171875,750.9044189453125,724.6842651367188,750.7295532226562,733.2339477539062,815.1433715820312,0.0,1661.586181640625,1824.8616943359375
2020-02-22 09:00:00,568.9774780273438,749.7308959960938,723.4380493164062,750.9561767578125,732.534423828125,814.5582275390625,0.0,1661.319091796875,1825.454345703125
2020-02-22 08:00:00,557.8145141601562,748.735595703125,722.593994140625,751.2719116210938,730.9699096679688,813.8909912109375,0.0,1660.6954345703125,1824.481201171875
2020-02-22 07:00:00,550.26220703125,747.846923828125,721.3839111328125,751.4642333984375,731.2296142578125,813.4178466796875,0.0,1665.675048828125,1828.9498291015625
2020-02-22 06:00:00,556.2700805664062,747.1281127929688,720.9522705078125,752.0678100585938,730.636962890625,815.042724609375,0.0,1656.64697265625,1820.3203125
2020-02-22 05:00:00,563.9886474609375,747.7606811523438,721.7191162109375,752.0906982421875,727.7116088867188,816.8916625976562,0.0,1659.61083984375,1824.14990234375
2020-02-22 04:00:00,565.6427001953125,746.5100708007812,720.7689208984375,750.6047973632812,724.3927001953125,816.0908813476562,0.0,1689.699462890625,1854.0391845703125
2020-02-22 03:00:00,571.7556762695312,746.445556640625,721.1240234375,750.8734130859375,725.2987060546875,816.8582153320312,0.0,1692.0518798828125,1856.327880859375
2020-02-22 02:00:00,569.6910400390625,746.6166381835938,721.3165283203125,750.8663330078125,724.9407348632812,817.5775756835938,0.0,1693.3531494140625,1857.892822265625
2020-02-22 01:00:00,574.610595703125,746.7067260742188,721.6194458007812,750.8052978515625,725.7775268554688,818.2224731445312,0.0,1694.3590087890625,1858.0745849609375
2020-02-22 00:00:00,571.7594604492188,747.365234375,721.714111328125,750.7431030273438,728.6309814453125,818.6637573242188,0.0,1694.017578125,1858.7960205078125
2020-02-21 23:00:00,570.78662109375,747.7487182617188,722.1527709960938,750.8661499023438,726.4949340820312,819.102294921875,0.0,1696.7108154296875,1861.4798583984375
2020-02-21 22:00:00,559.7008666992188,748.277587890625,722.337158203125,750.662841796875,727.8770751953125,819.4385375976562,0.0,1697.741455078125,1862.357421875
2020-02-21 21:00:00,575.6153564453125,749.3934326171875,722.9066772460938,750.052978515625,728.0403442382812,819.2559814453125,0.0,1701.5107421875,1865.892822265625
2020-02-21 20:00:00,587.3484497070312,749.6993408203125,723.1949462890625,749.2943115234375,726.5673217773438,817.4415283203125,0.0,1707.9698486328125,1873.381103515625
2020-02-21 19:00:00,589.865478515625,750.173828125,723.4314575195312,747.9923706054688,726.0012817382812,814.2042846679688,0.0,1711.2728271484375,1876.185302734375
2020-02-21 18:00:00,593.457763671875,751.0718994140625,723.49560546875,745.9218139648438,724.8070678710938,809.923095703125,0.0,1697.2005615234375,1860.938232421875
2020-02-21 17:00:00,597.9835205078125,753.7227783203125,724.568359375,741.2075805664062,723.0240478515625,806.0392456054688,0.0,1688.1595458984375,1851.76708984375
2020-02-21 16:00:00,587.707275390625,756.716064453125,727.6343994140625,716.6093139648438,695.904541015625,793.2185668945312,0.0,1678.7286376953125,1844.2286376953125
2020-02-21 15:00:00,573.9320068359375,765.118408203125,734.5780639648438,714.8954467773438,677.7002563476562,768.1322631835938,0.0,1681.9307861328125,1855.26318359375
2020-02-21 14:00:00,580.5486450195312,765.5132446289062,737.2401733398438,715.780029296875,681.3489379882812,766.4993896484375,0.0,1668.3363037109375,1843.3653564453125
2020-02-21 13:00:00,585.3446655273438,764.900634765625,739.9408569335938,716.2905883789062,684.2465209960938,763.5106811523438,0.0,1689.8704833984375,1863.3848876953125
2020-02-21 12:00:00,586.99267578125,765.2529296875,740.1793823242188,717.438232421875,684.869140625,763.3853149414062,0.0,1666.62939453125,1839.941162109375
2020-02-21 11:00:00,582.0579223632812,765.4231567382812,738.127197265625,715.4672241210938,682.6637573242188,764.6435546875,0.0,1690.8941650390625,1863.7406005859375
2020-02-21 10:00:00,579.9434204101562,764.8364868164062,736.4678955078125,713.3345947265625,680.3899536132812,765.6264038085938,0.0,1665.45654296875,1838.728271484375
2020-02-21 09:00:00,568.8751831054688,765.2421264648438,733.78564453125,711.237060546875,674.5145263671875,771.5889282226562,0.0,1661.786865234375,1835.3896484375
2020-02-21 08:00:00,555.9784545898438,765.2898559570312,731.7354125976562,710.212646484375,669.0025024414062,776.0126342773438,0.0,1646.65185546875,1820.9354248046875
2020-02-21 07:00:00,543.333740234375,764.8299560546875,729.5844116210938,709.651123046875,663.6296997070312,781.3350219726562,0.0,1654.3060302734375,1828.34130859375
2020-02-21 06:00:00,530.944091796875,765.3811645507812,728.2134399414062,710.3037109375,658.8017578125,786.2261962890625,0.0,1636.2960205078125,1811.062255859375
2020-02-21 05:00:00,537.4296264648438,768.1419677734375,724.9673461914062,731.7236328125,678.7600708007812,815.6507568359375,0.0,1576.3065185546875,1774.851806640625
2020-02-21 04:00:00,559.0,744.42236328125,719.1577758789062,749.2035522460938,721.6195678710938,814.6488647460938,0.0,1701.00634765625,1865.529296875
2020-02-21 03:00:00,559.1452026367188,745.7322998046875,719.75,749.1161499023438,721.9141235351562,815.897705078125,0.0,1709.72216796875,1874.072021484375
2020-02-21 02:00:00,537.3661499023438,745.78662109375,720.0050659179688,749.3623657226562,722.96337890625,816.4735107421875,0.0,1651.1162109375,1815.4141845703125
2020-02-21 01:00:00,552.9771728515625,746.0418090820312,720.3497924804688,749.337158203125,724.1710815429688,817.205322265625,0.0,1651.3218994140625,1815.4918212890625
2020-02-21 00:00:00,543.944580078125,746.7808837890625,720.824951171875,749.3375244140625,723.2443237304688,817.6473388671875,0.0,1653.9307861328125,1817.6800537109375
2020-02-20 23:00:00,549.4425048828125,747.361572265625,721.155517578125,749.1795043945312,726.1314697265625,817.8925170898438,0.0,1657.091064453125,1821.3375244140625
2020-02-20 22:00:00,548.6988525390625,747.7841796875,721.432861328125,748.9862060546875,727.3450317382812,817.7992553710938,0.0,1658.3563232421875,1822.53076171875
2020-02-20 21:00:00,544.9179077148438,748.0492553710938,721.68310546875,748.6565551757812,724.2297973632812,817.0341186523438,0.0,1626.060546875,1790.6654052734375
2020-02-20 20:00:00,559.7117309570312,748.029052734375,721.7534790039062,748.0960693359375,722.5220947265625,815.7534790039062,0.0,1570.6497802734375,1735.4791259765625
2020-02-20 19:00:00,555.7911987304688,749.0025024414062,722.1962280273438,746.776123046875,726.2855224609375,813.339599609375,0.0,1569.94091796875,1735.12451171875
2020-02-20 18:00:00,561.345458984375,748.569091796875,721.9849243164062,744.3580322265625,721.4334106445312,809.886962890625,0.0,1556.3931884765625,1720.9195556640625
2020-02-20 17:00:00,574.907958984375,751.8347778320312,723.0365600585938,739.3341674804688,717.2232055664062,806.5308837890625,0.0,1550.1324462890625,1715.1500244140625
2020-02-20 16:00:00,563.6599731445312,753.7015380859375,725.6070556640625,714.7027587890625,693.0252075195312,793.3778076171875,0.0,1562.99365234375,1728.5302734375
2020-02-20 15:00:00,567.2446899414062,762.8155517578125,732.87451171875,711.3287353515625,674.5256958007812,768.5206909179688,0.0,1540.946044921875,1716.0426025390625
2020-02-20 14:00:00,569.60986328125,763.0264892578125,734.0896606445312,711.5517578125,675.434326171875,768.5681762695312,0.0,1548.13134765625,1722.9217529296875
2020-02-20 13:00:00,582.6912231445312,762.561279296875,735.4650268554688,713.6024780273438,676.91748046875,767.07373046875,0.0,1550.092529296875,1725.09130859375
2020-02-20 12:00:00,630.396240234375,764.685546875,734.7786254882812,711.8792724609375,676.992431640625,770.0880737304688,0.0,1552.9635009765625,1727.95849609375
2020-02-20 11:00:00,634.2676391601562,760.3726196289062,734.2633666992188,711.1263427734375,676.074951171875,763.6273803710938,0.0,1511.7601318359375,1688.20556640625
2020-02-17 13:00:00,562.4418334960938,767.0,734.9302368164062,711.3953247070312,676.2557983398438,769.2092895507812,0.0,1269.44189453125,1450.8836669921875
2020-02-17 12:00:00,562.1563110351562,767.8662109375,734.91259765625,711.2860717773438,675.8622436523438,769.1668701171875,0.0,1270.1722412109375,1451.8251953125
2020-02-17 11:00:00,561.7353515625,767.7313842773438,734.3829956054688,711.0425415039062,675.5585327148438,769.122314453125,0.0,1271.6981201171875,1453.5465087890625
2020-02-17 10:00:00,560.8108520507812,767.8544921875,734.056884765625,710.8663940429688,675.2315063476562,769.5925903320312,0.0,1270.8968505859375,1452.452392578125
2020-02-17 09:00:00,554.0758056640625,768.3178100585938,732.9454956054688,710.3590698242188,672.0957641601562,773.9481201171875,0.0,1266.6263427734375,1448.93212890625
2020-02-17 08:00:00,548.051513671875,766.652587890625,731.6591796875,710.0634155273438,669.2589111328125,773.81640625,0.0,1251.62744140625,1435.71337890625
2020-02-17 07:00:00,541.9884643554688,767.4884643554688,730.7003173828125,710.250732421875,666.4049072265625,777.4322509765625,0.0,1282.512939453125,1466.11669921875
2020-02-17 06:00:00,536.4808349609375,766.3394775390625,728.57861328125,710.2139892578125,663.221923828125,778.3487548828125,0.0,1294.433349609375,1476.6710205078125
2020-02-17 05:00:00,535.47412109375,767.2828979492188,727.365234375,711.462158203125,662.3824462890625,781.0,0.0,1303.504638671875,1486.00537109375
2020-02-17 04:00:00,538.7403564453125,771.0825805664062,723.2156982421875,730.0918579101562,683.3155517578125,809.40478515625,0.0,1271.061279296875,1481.5458984375
2020-02-17 03:00:00,536.6427612304688,745.5551147460938,717.298828125,744.6175537109375,728.4329223632812,809.6241455078125,0.0,1354.00537109375,1525.543212890625
2020-02-17 02:00:00,537.1607055664062,746.5391845703125,717.5577392578125,744.7781982421875,729.1381225585938,809.7848510742188,0.0,1352.334716796875,1524.52197265625
2020-02-17 01:00:00,535.8264770507812,746.6463623046875,717.6317749023438,744.8370971679688,729.1019897460938,809.5947265625,0.0,1351.1204833984375,1524.209228515625
2020-02-17 00:00:00,536.7957763671875,746.6007690429688,717.5875244140625,745.3886108398438,729.74267578125,809.9920654296875,0.0,1350.1033935546875,1522.988037109375
2020-02-16 23:00:00,537.934814453125,746.877685546875,717.7286987304688,745.4508056640625,728.910888671875,809.9321899414062,0.0,1348.853759765625,1521.8125
2020-02-16 22:00:00,534.6808471679688,746.0678100585938,717.6316528320312,745.4335327148438,729.1316528320312,809.8603515625,0.0,1347.4508056640625,1520.204833984375
2020-02-16 21:00:00,537.9031982421875,746.8182983398438,717.7877807617188,745.8169555664062,728.6856689453125,809.567626953125,0.0,1345.5782470703125,1519.091552734375
2020-02-16 20:00:00,535.5384521484375,746.156494140625,717.684326171875,745.5238647460938,727.9854125976562,808.892578125,0.0,1345.0172119140625,1517.7984619140625
2020-02-16 19:00:00,535.831298828125,745.7509765625,717.3922119140625,745.0762939453125,727.5167236328125,807.9370727539062,0.0,1342.9183349609375,1516.0615234375
2020-02-16 18:00:00,532.0132446289062,745.2493286132812,716.9761352539062,745.4124755859375,727.7891235351562,807.2798461914062,0.0,1323.3369140625,1496.6458740234375
2020-02-16 17:00:00,540.083251953125,747.4187622070312,718.0713500976562,747.7542724609375,729.6102905273438,808.0224609375,0.0,1317.4835205078125,1490.221923828125
2020-02-16 16:00:00,540.2913818359375,747.2437133789062,717.8927001953125,747.8397216796875,730.2132568359375,807.576171875,0.0,1292.2542724609375,1465.093994140625
2020-02-16 15:00:00,544.2855224609375,748.9801025390625,718.4329223632812,747.6560668945312,730.1381225585938,807.3771362304688,0.0,1302.0677490234375,1475.045166015625
2020-02-16 14:00:00,532.7122192382812,749.1140747070312,719.6339721679688,747.2228393554688,730.8872680664062,807.030517578125,0.0,1303.4615478515625,1477.0556640625
2020-02-16 13:00:00,586.9258422851562,749.1390991210938,720.7907104492188,745.6596069335938,730.23974609375,807.140380859375,0.0,1302.4940185546875,1475.6053466796875
